cve,repo,commit
CVE-2021-23369,handlebars.js,b6d3de7123eebba603e321f04afdbae608e8fea8
CVE-2021-23369,handlebars.js,f0589701698268578199be25285b2ebea1c1e427
CVE-2021-30070,hestiacp,27556a9a43aeaf308b33be224c2e70f2011574e6
CVE-2021-30070,hestiacp,9a1fccd37f2842fdf96ffb48895c4bfa9788c469
CVE-2014-9273,hivex,4bbdf555f88baeae0fa804a369a81a83908bd705
CVE-2014-9273,hivex,357f26fa64fd1d9ccac2331fe174a8ee9c607adb
CVE-2016-5303,horde,4d8176d1e9ef5cbd2b3fcacd9b9a4c8e482fb424
CVE-2016-5303,horde,30d5506c20d26efbb9942fbdc6f981a0bd333b97
CVE-2021-23165,htmldoc,6e8a95561988500b5b5ae4861b3b0cbf4fba517f
CVE-2022-34033,htmldoc,ee778252faebb721afba5a081dd6ad7eaf20eef3
CVE-2022-34033,htmldoc,a0014be47d614220db111b360fb6170ef6f3937e
CVE-2022-34035,htmldoc,ee778252faebb721afba5a081dd6ad7eaf20eef3
CVE-2022-34035,htmldoc,a0014be47d614220db111b360fb6170ef6f3937e
CVE-2020-5280,http4s,752b3f63a05a31d2de4f8706877aa08d6b89efca
CVE-2020-5280,http4s,250afddbb2e65b70ca9ddaec9d1eb3aaa56de7ec
CVE-2020-5280,http4s,b87f31b2292dabe667bec3b04ce66176c8a3e17b
CVE-2022-31133,humhub,07d9f8f9b6334970ee38156a3416c3708d157cae
CVE-2022-31133,humhub,f88991dfe56a05870df165ac89a2755dd4c1ffa1
CVE-2021-32663,iTop,43daa2ef088bf928a2386fa19324628c3f19b807
CVE-2021-32663,iTop,6be9a87c150978752bc68baae1a5c4833ddadfec
CVE-2021-32664,iTop,86f649affc12b5078efc86d9439d67d98f4cb2f6
CVE-2021-32664,iTop,84741c19f0af6fa8e7082a8807eb089182e7b88a
CVE-2021-32664,iTop,4f5c987d8b1bd12814dc606ea69b6cfb88490704
CVE-2022-24780,iTop,b6fac4b411b8d145fc30fa35c66b51243eafd06b
CVE-2022-24780,iTop,93f273a28778e5da8e51096f021d2dc1adbf4ef3
CVE-2022-24780,iTop,eb2a615bd28100442c7f6171707bb40884af2305
CVE-2022-23603,iTunesRPC-Remastered,54b02d9f3a94de94e4fb471908b8cf798e62e411
CVE-2022-23603,iTunesRPC-Remastered,24f43aac0f4116b3d89fdbe973ba92c6cfb0d998
CVE-2021-46389,iipsrv,4ed59265fbbd636dc2fbbf325f8ea37ed300a6d9
CVE-2021-46389,iipsrv,882925b295a80ec992063deffc2a3b0d803c3195
CVE-2019-20918,inspircd,7b47de3c194f239c5fea09a0e49696c9af017d51
CVE-2019-20918,inspircd,bcd65de1ec4bb71591ae417fee649d7ecd37cd57
CVE-2021-21413,isolated-vm,2646e6c1558bac66285daeab54c7d490ed332b15
CVE-2021-21413,isolated-vm,27151bfecc260e96714443613880e3b2e6596704
CVE-2016-9583,jasper,f25486c3d4aa472fec79150f2c41ed4333395d3d
CVE-2016-9583,jasper,aa0b0f79ade5eef8b0e7a214c03f5af54b36ba7d
CVE-2020-12668,jinjava,1b9aaa4b420c58b4a301cf4b7d26207f1c8d1165
CVE-2020-12668,jinjava,5dfa5b87318744a4d020b66d5f7747acc36b213b
CVE-2012-6662,jquery-ui,f2854408cce7e4b7fc6bf8676761904af9c96bde
CVE-2012-6662,jquery-ui,5fee6fd5000072ff32f2d65b6451f39af9e0e39e
CVE-2021-4213,jss,5922560a78d0dee61af8a33cc9cfbf4cfa291448
CVE-2021-4213,jss,3aabe0e9d59b0a42e68ac8cd0468f9c5179967d2
CVE-2021-41086,jsuites,fe1d3cc5e339f2f4da8ed1f9f42271fdf9cbd8d2
CVE-2021-41086,jsuites,d47a6f4e143188dde2742f4cffd313e1068ad3b3
CVE-2022-31173,juniper,8d28cdba6eb10f53490ba41d1b5cb40506c2de22
CVE-2022-31173,juniper,2b609ee057be950e3454b69fadc431d120e407bb
CVE-2017-15195,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15195,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15196,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15196,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15197,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15197,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15198,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15198,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15199,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15199,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15200,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15200,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15201,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15201,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15202,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15202,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15203,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15203,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15204,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15204,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15206,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15206,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15207,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15207,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15208,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15208,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15211,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15211,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2017-15212,kanboard,3e0f14ae2b0b5a44bd038a472f17eac75f538524
CVE-2017-15212,kanboard,074f6c104f3e49401ef0065540338fc2d4be79f0
CVE-2020-26164,kdeconnect-kde,8112729eb0f13e6947984416118531078e65580d
CVE-2020-26164,kdeconnect-kde,024e5f23db8d8ad3449714b906b46094baaffb89
CVE-2020-26164,kdeconnect-kde,542d94a70c56aa386c8d4d793481ce181b0422e8
CVE-2020-26164,kdeconnect-kde,613899be24b6e2a6b3e5cc719efce8ae8a122991
CVE-2020-26164,kdeconnect-kde,4fbd01a3d44a0bcca888c49a77ec7cfd10e113d7
CVE-2020-26164,kdeconnect-kde,ce0f00fc2d3eccb51d0af4eba61a4f60de086a59
CVE-2018-19045,keepalived,c6247a9ef2c7b33244ab1d3aa5d629ec49f0a067
CVE-2018-19045,keepalived,5241e4d7b177d0b6f073cfc9ed5444bf51ec89d6
CVE-2022-23948,keylime,1a4f31a6368d651222683c9debe7d6832db6f607
CVE-2022-23948,keylime,d37c406e69cb6689baa2fb7964bad75209703724
CVE-2022-23949,keylime,e429e95329fc60608713ddfb82f4a92ee3b3d2d9
CVE-2022-23949,keylime,65c2b737129b5837f4a03660aeb1191ced275a57
CVE-2022-23949,keylime,387e320dc22c89f4f47c68cb37eb9eec2137f34b
CVE-2015-3215,kvm-guest-drivers-windows,fbfa4d1083ea84c5429992ca3e996d7d4fbc8238
CVE-2015-3215,kvm-guest-drivers-windows,723416fa4210b7464b28eab89cc76252e6193ac1
CVE-2019-13615,libebml,05beb69ba60acce09f73ed491bb76f332849c3a0
CVE-2019-13615,libebml,b66ca475be967547af9a3784e720fbbacd381be6
CVE-2019-12904,libgcrypt,daedbbb5541cd8ecda1459d3b843ea4d92788762
CVE-2019-12904,libgcrypt,a4c561aab1014c3630bc88faf6f5246fee16b020
CVE-2016-6128,libgd,6ff72ae40c7c20ece939afb362d98cc37f4a1c96
CVE-2016-6128,libgd,1ccfe21e14c4d18336f9da8515cd17db88c3de61
CVE-2016-6906,libgd,fb0e0cce0b9f25389ab56604c3547351617e1415
CVE-2016-6906,libgd,58b6dde319c301b0eae27d12e2a659e067d80558
CVE-2018-8098,libgit2,3db1af1f370295ad5355b8f64b865a2a357bcac0
CVE-2018-8098,libgit2,3207ddb0103543da8ad2139ec6539f590f9900c1
CVE-2020-12278,libgit2,e1832eb20a7089f6383cfce474f213157f5300cb
CVE-2020-12278,libgit2,3f7851eadca36a99627ad78cbe56a40d3776ed01
CVE-2016-3698,libndp,2af9a55b38b55abbf05fd116ec097d4029115839
CVE-2016-3698,libndp,a4892df306e0532487f1634ba6d4c6d4bb381c7f
CVE-2021-29487,library,5bd1a28140b825baebe6becd4f7562299d3de3b9
CVE-2021-29487,library,016a297b1bec55d2e53bc889458ed2cb5c3e9374
CVE-2021-32648,library,5bd1a28140b825baebe6becd4f7562299d3de3b9
CVE-2021-32648,library,016a297b1bec55d2e53bc889458ed2cb5c3e9374
CVE-2017-16759,librenms,d3094fa6578b29dc34fb5a7d0bd6deab49ecc911
CVE-2017-16759,librenms,7887b2e1c7158204ac69ca43beafce66e4d3a3b4
CVE-2017-7586,libsndfile,f457b7b5ecfe91697ed01cfc825772c4d8de1236
CVE-2017-7586,libsndfile,708e996c87c5fae77b104ccfeb8f6db784c32074
CVE-2016-9535,libtiff,3ca657a8793dd011bf869695d72ad31c779c3cc1
CVE-2016-9535,libtiff,6a984bf7905c6621281588431f384e79d11a2e33
CVE-2018-20748,libvncserver,e34bcbb759ca5bef85809967a268fdf214c1ad2c
CVE-2018-20748,libvncserver,c5ba3fee85a7ecbbca1df5ffd46d32b92757bc2a
CVE-2018-20748,libvncserver,c2c4b81e6cb3b485fb1ec7ba9e7defeb889f6ba7
CVE-2018-20748,libvncserver,a64c3b37af9a6c8f8009d7516874b8d266b42bae
CVE-2016-6903,lshell,a686f71732a3d0f16df52ef46ab8a49ee0083c68
CVE-2016-6903,lshell,e72dfcd1f258193f9aaea3591ecbdaed207661a0
CVE-2014-8990,lsyncd,e6016b3748370878778b8f0b568d5281cc248aa4
CVE-2014-8990,lsyncd,18f02ad013b41a72753912155ae2ba72f2a53e52
CVE-2020-15888,lua,6298903e35217ab69c279056f925fb72900ce0b7
CVE-2020-15888,lua,eb41999461b6f428186c55abd95f4ce1a76217d5
CVE-2012-2140,mail,ac56f03bdfc30b379aeecd4ff317d08fdaa328c2
CVE-2012-2140,mail,39b590ddb08f90ddbe445837359a2c8843e533d0
CVE-2012-1119,mantisbt,cf5df427f17cf9204645f83e000665780eb9afe6
CVE-2012-1119,mantisbt,dea7e315f3fc96dfa995e56e8810845fc07a47aa
CVE-2017-6797,mantisbt,c272c3f65da9677e505ff692b1f1e476b3afa56e
CVE-2017-6797,mantisbt,a2d90ecabf3bcf3aa22ed9dbbecfd3d37902956f
CVE-2020-25781,mantisbt,5595c90f11c48164331a20bb9c66098980516e93
CVE-2020-25781,mantisbt,9de20c09e5a557e57159a61657ce62f1a4f578fe
CVE-2022-39252,matrix-rust-sdk,093fb5d0aa21c0b5eaea6ec96b477f1075271cbb
CVE-2022-39252,matrix-rust-sdk,41449d2cc360e347f5d4e1c154ec1e3185f11acd
CVE-2017-14032,mbedtls,d15795acd5074e0b44e71f7ede8bdfe1b48591fc
CVE-2017-14032,mbedtls,31458a18788b0cf0b722acda9bb2f2fe13a3fb32
CVE-2018-9988,mbedtls,a1098f81c252b317ad34ea978aea2bc47760b215
CVE-2018-9988,mbedtls,027f84c69f4ef30c0693832a6c396ef19e563ca1
CVE-2018-9989,mbedtls,740b218386083dc708ce98ccc94a63a95cd5629e
CVE-2018-9989,mbedtls,5224a7544c95552553e2e6be0b4a789956a6464e
CVE-2022-21710,mediawiki-extensions-ShortDescription,bf568edd892adb8528dcb64f75dddf3eeaccc12c
CVE-2022-21710,mediawiki-extensions-ShortDescription,7c86644158388620c6c858258cc4e1a8de6e48ea
CVE-2010-1152,memcached,d9cd01ede97f4145af9781d448c62a3318952719
CVE-2010-1152,memcached,75cc83685e103bc8ba380a57468c8f04413033f9
CVE-2019-12108,miniupnp,86030db849260dd8fb2ed975b9890aef1b62b692
CVE-2019-12108,miniupnp,13585f15c7f7dc28bbbba1661efb280d530d114c
CVE-2019-12109,miniupnp,86030db849260dd8fb2ed975b9890aef1b62b692
CVE-2019-12109,miniupnp,13585f15c7f7dc28bbbba1661efb280d530d114c
CVE-2016-1000003,mirrormanager2,eb9b542bc818071b9eee41c3583b7e6e172b3a53
CVE-2016-1000003,mirrormanager2,2e227f6023477cbdbefd577f15d0846aa40c8775
CVE-2019-14857,mod_auth_openidc,ce37080c6aea30aabae8b4a9b4eea7808445cc8e
CVE-2019-14857,mod_auth_openidc,5c15dfb08106c2451c2c44ce7ace6813c216ba75
CVE-2021-32792,mod_auth_openidc,55ea0a085290cd2c8cdfdd960a230cbc38ba8b56
CVE-2021-32792,mod_auth_openidc,00c315cb0c8ab77c67be4a2ac08a71a83ac58751
CVE-2019-17091,mojarra,8f70f2bd024f00ecd5b3dcca45df73edda29dcee
CVE-2019-17091,mojarra,a3fa9573789ed5e867c43ea38374f4dbd5a8f81f
CVE-2010-4802,mojo,b3a1fb453eda447c0bb082cd9eed81bb75a7564a
CVE-2010-4802,mojo,aa7c8da54b1ebd4ccb64aa66dede7b7cdb381c44
CVE-2017-12847,nagioscore,3baffa78bafebbbdf9f448890ba5a952ea2d73cb
CVE-2017-12847,nagioscore,1b197346d490df2e2d3b1dcce5ac6134ad0c8752
CVE-2012-2675,nedmalloc,1a759756639ab7543b650a10c2d77a0ffc7a2000
CVE-2012-2675,nedmalloc,2965eca30c408c13473c4146a9d47d547d288db1
CVE-2022-31093,next-auth,25517b73153332d948114bacdff3b5908de91d85
CVE-2022-31093,next-auth,e498483b23273d1bfc81be68339607f88d411bd6
CVE-2020-11080,nghttp2,f8da73bd042f810f34d19f9eae02b46d870af394
CVE-2020-11080,nghttp2,336a98feb0d56b9ac54e12736b18785c27f75090
CVE-2017-20005,nginx,b900cc28fcbb4cf5a32ab62f80b59292e1c85b4b
CVE-2017-20005,nginx,0206ebe76f748bb39d9de4dd4b3fce777fdfdccf
CVE-2021-23406,node-degenerator,9d25bb67d957bc2e5425fea7bf7a58b3fc64ff9e
CVE-2021-23406,node-degenerator,ccc3445354135398b6eb1a04c7d27c13b833f2d5
CVE-2022-21208,node-opcua,33ca3bab4ab781392a2f8d8f5a14de9a0aa0e410
CVE-2022-21208,node-opcua,dbcb5d5191118c22ee9c89332a94b94e6553d76b
CVE-2022-24375,node-opcua,3fd46ec156e7718a506be41f3916310b6bdd0407
CVE-2022-24375,node-opcua,7b5044b3f5866fbedc3efabd05e407352c07bd2f
CVE-2019-10061,node-opencv,aaece6921d7368577511f06c94c99dd4e9653563
CVE-2019-10061,node-opencv,81a4b8620188e89f7e4fc985f3c89b58d4bcc86b
CVE-2017-5473,ntopng,f91fbe3d94c8346884271838ae3406ae633f6f15
CVE-2017-5473,ntopng,1b2ceac8f578a246af6351c4f476e3102cdf21b3
CVE-2017-9226,oniguruma,f015fbdd95f76438cd86366467bb2b39870dd7c6
CVE-2017-9226,oniguruma,b4bf968ad52afe14e60a2dc8a95d3555c543353a
CVE-2011-0469,open-build-service,76b0ab003f34435ca90d943e02dd22279cdeec2a
CVE-2011-0469,open-build-service,23c8d21c75242999e29379e6ca8418a14c8725c6
CVE-2021-45942,openexr,db217f29dfb24f6b4b5100c24ac5e7490e1c57d0
CVE-2021-45942,openexr,11cad77da87c4fa2aab7d58dd5339e254db7937e
CVE-2020-7041,openfortivpn,cd9368c6a1b4ef91d77bb3fdbe2e5bc34aa6f4c4
CVE-2020-7041,openfortivpn,60660e00b80bad0fadcf39aee86f6f8756c94f91
CVE-2020-7042,openfortivpn,cd9368c6a1b4ef91d77bb3fdbe2e5bc34aa6f4c4
CVE-2020-7042,openfortivpn,9eee997d599a89492281fc7ffdd79d88cd61afc3
CVE-2020-7043,openfortivpn,cd9368c6a1b4ef91d77bb3fdbe2e5bc34aa6f4c4
CVE-2020-7043,openfortivpn,6328a070ddaab16faaf008cb9a8a62439c30f2a8
CVE-2016-7163,openjpeg,ef01f18dfc6780b776d0674ed3e7415c6ef54d24
CVE-2016-7163,openjpeg,c16bc057ba3f125051c9966cf1f5b68a05681de4
CVE-2018-20847,openjpeg,5d00b719f4b93b1445e6fb4c766b9a9883c57949
CVE-2018-20847,openjpeg,c58df149900df862806d0e892859b41115875845
CVE-2021-25929,opennms,eb08b5ed4c5548f3e941a1f0d0363ae4439fa98c
CVE-2021-25929,opennms,66c1f626bf38a7d1a9530b4d68598269ee5245a2
CVE-2021-25930,opennms,607151ea8f90212a3fb37c977fa57c7d58d26a84
CVE-2021-25930,opennms,eb08b5ed4c5548f3e941a1f0d0363ae4439fa98c
CVE-2021-25931,opennms,607151ea8f90212a3fb37c977fa57c7d58d26a84
CVE-2021-25931,opennms,eb08b5ed4c5548f3e941a1f0d0363ae4439fa98c
CVE-2021-25932,opennms,f3ebfa3da5352b4d57f238b54c6db315ad99f10e
CVE-2021-25932,opennms,eb08b5ed4c5548f3e941a1f0d0363ae4439fa98c
CVE-2021-25932,opennms,8a97e6869d6e49da18b208c837438ace80049c01
CVE-2021-25933,opennms,f3ebfa3da5352b4d57f238b54c6db315ad99f10e
CVE-2021-25933,opennms,eb08b5ed4c5548f3e941a1f0d0363ae4439fa98c
CVE-2021-25934,opennms,eb08b5ed4c5548f3e941a1f0d0363ae4439fa98c
CVE-2021-25934,opennms,101e3aa06ec9a1f8f266335fc6f5685c062c6117
CVE-2021-25935,opennms,eb08b5ed4c5548f3e941a1f0d0363ae4439fa98c
CVE-2021-25935,opennms,101e3aa06ec9a1f8f266335fc6f5685c062c6117
CVE-2021-42341,openrc,bb8334104baf4d5a4a442a8647fb9204738f2204
CVE-2021-42341,openrc,63db2d99e730547339d1bdd28e8437999c380cae
CVE-2020-12062,openssh-portable,955854cafca88e0cdcd3d09ca1ad4ada465364a1
CVE-2020-12062,openssh-portable,aad87b88fc2536b1ea023213729aaf4eaabe1894
CVE-2022-31124,openssh_key_parser,d5b53b4b7e76c5b666fc657019dbf864fb04076c
CVE-2022-31124,openssh_key_parser,26e0a471e9fdb23e635bc3014cf4cbd2323a08d3
CVE-2022-31124,openssh_key_parser,274447f91b4037b7050ae634879b657554523b39
CVE-2019-20791,openthread,b8c3161281f8e15873f8decabd8eac461717aefe
CVE-2019-20791,openthread,c3a3a0c424322009fec3ab735fb20ce8f6e19e70
CVE-2022-31112,parse-server,309f64ced8700321df056fb3cc97f15007a00df1
CVE-2022-31112,parse-server,9fd4516cde5c742f9f29dd05468b4a43a85639a6
CVE-2016-0721,pcs,e9b28833d54a47ec441f6dbad0db96e1fc662a5b
CVE-2016-0721,pcs,bc6ad9086857559db57f4e3e6de66762291c0774
CVE-2016-0721,pcs,acdbbe8307e6f4a36b2c7754765e732e43fe8d17
CVE-2013-3524,phpVMS-PopUpNews,efaffa04ef87db1722d69ac7bfc07be71ce2dccf
CVE-2013-3524,phpVMS-PopUpNews,5cadf9cbf4d0872a879666ea594be356fad5897e
CVE-2014-9096,pligg-cms,efb967b944375cd3ea3cd84c80d86d339dbe030e
CVE-2014-9096,pligg-cms,4891c4d8742b9dabd67e7250840e3434865aebed
CVE-2014-4908,pnp4nagios,cb925073edeeb97eb4ce61a86cdafccc9b87f9bb
CVE-2014-4908,pnp4nagios,e4a19768a5c5e5b1276caf3dd5bb721a540ec014
CVE-2021-23368,postcss,8682b1e4e328432ba692bed52326e84439cec9e4
CVE-2021-23368,postcss,b6f3e4d5a8d7504d553267f80384373af3a3dec5
CVE-2015-5659,pref-shimane-cms,5ec03cb174513844c410ee7fba594c544ba80ce2
CVE-2015-5659,pref-shimane-cms,ab96ec7661f15a0129940eed9215c91f1acbf564
CVE-2021-31590,pwndoc,15f3dc0e212eda465e05fda0feb002d1bce2939d
CVE-2021-31590,pwndoc,ff1b868cec55f5b6c7a91e15a2b0b1f4324121ab
CVE-2020-5390,pysaml2,f27c7e7a7010f83380566a219fd6a290a00f2b6e
CVE-2020-5390,pysaml2,5e9d5acbcd8ae45c4e736ac521fd2df5b1c62e25
CVE-2017-1002150,python-fedora,b27f38a67573f4c989710c9bfb726dd4c1eeb929
CVE-2017-16359,radare2,fbaf24bce7ea4211e4608b3ab6c1b45702cb243d
CVE-2017-16359,radare2,d21e91f075a7a7a8ed23baa5c1bb1fac48313882
CVE-2017-16359,radare2,62e39f34b2705131a2d08aff0c2e542c6a52cf0e
CVE-2018-11377,radare2,b35530fa0681b27eba084de5527037ebfb397422
CVE-2018-11377,radare2,25a3703ef2e015bbe1d1f16f6b2f63bb10dd34f4
CVE-2019-16718,radare2,5411543a310a470b1257fb93273cdd6e8dfcb3af
CVE-2019-16718,radare2,dd739f5a45b3af3d1f65f00fe19af1dbfec7aea7
CVE-2021-32613,radare2,a07dedb804a82bc01c07072861942dd80c6b6d62
CVE-2021-32613,radare2,5e16e2d1c9fe245e4c17005d779fde91ec0b9c05
CVE-2019-17513,ratpack,c560a8d10cb8bdd7a526c1ca2e67c8f224ca23ae
CVE-2019-17513,ratpack,efb910d38a96494256f36675ef0e5061097dd77d
CVE-2018-11218,redis,5ccb6f7a791bf3490357b00a898885759d98bab0
CVE-2018-11218,redis,52a00201fca331217c3b4b8b634f6a0f57d6b7d3
CVE-2018-11219,redis,e89086e09a38cc6713bcd4b9c29abf92cf393936
CVE-2018-11219,redis,1eb08bcd4634ae42ec45e8284923ac048beaa4c3
CVE-2017-18026,redmine,ca87bf766cdc70179cb2dce03015d78ec9c13ebd
CVE-2017-18026,redmine,9d797400eaec5f9fa7ba9507c82d9c18cb91d02e
CVE-2017-18026,redmine,58ed8655136ff2fe5ff7796859bf6a399c76c678
CVE-2016-9128,revive-adserver,e17a7ec3412ded751cda50b82338de471d656d74
CVE-2016-9128,revive-adserver,a323fd626627e8d42819fd5b7e2829196b5c54a3
CVE-2022-36044,rizin,07b43bc8aa1ffebd9b68d60624c9610cf7e460c7
CVE-2022-36044,rizin,05bbd147caccc60162d6fba9baaaf24befa281cd
CVE-2017-7500,rpm,f2d3be2a8741234faaa96f5fd05fdfdc75779a79
CVE-2017-7500,rpm,c815822c8bdb138066ff58c624ae83e3a12ebfa9
CVE-2011-1007,rt,917c211820590950f7eb0521f7f43b31aeed44c4
CVE-2011-1007,rt,057552287159e801535e59b8fbd5bd98d1322069
CVE-2017-0899,rubygems,ef0aa611effb5f54d40c7fba6e8235eb43c5a491
CVE-2017-0899,rubygems,1bcbc7fe637b03145401ec9c094066285934a7f1
CVE-2018-1000079,rubygems,f83f911e19e27cbac1ccce7471d96642241dd759
CVE-2018-1000079,rubygems,666ef793cad42eed96f7aee1cdf77865db921099
CVE-2021-43809,rubygems,a4f2f8ac17e6ce81c689527a8b6f14381060d95f
CVE-2021-43809,rubygems,0fad1ccfe9dd7a3c5b82c1496df3c2b4842870d3
CVE-2019-5736,runc,6635b4f0c6af3810594d2770f662f34ddc15b40d
CVE-2019-5736,runc,0a8e4117e7f715d5fbeef398405813ce8e88558b
CVE-2021-43784,runc,d72d057ba794164c3cce9451a00b72a78b25e1ae
CVE-2021-43784,runc,9c444070ec7bb83995dbc0185da68284da71c554
CVE-2021-43784,runc,f50369af4b571e358f20b139eea52d612eb55eed
CVE-2018-21036,sails-hook-sockets,ff02114eaec090ee51db48435cc32d451662606e
CVE-2018-21036,sails-hook-sockets,0533a4864b1920fd8fbb5287bc0889193c5faf44
CVE-2015-1839,salt,b49d0d4b5ca5c6f31f03e2caf97cef1088eeed81
CVE-2015-1839,salt,22d2f7a1ec93300c34e8c42d14ec39d51e610b5c
CVE-2022-0336,samba,1a5dc817c0c9379bbaab14c676681b42b0039a3c
CVE-2022-0336,samba,c58ede44f382bd0125f761f0479c8d48156be400
CVE-2017-6200,sandstorm,6e8572ea8bb56d0216bb1b410e5040edc051b120
CVE-2017-6200,sandstorm,4ea8df7403381d9b657b121b3c98d8081b27414d
CVE-2015-1428,sefrengo-1.x,22c0d16bfd715631ed317cc990785ccede478f07
CVE-2015-1428,sefrengo-1.x,0b1edd4b22a47743eff7cfaf884ba2a4e06e15eb
CVE-2016-1709,sfntly,468cad540fa1b0027cad60456f53feabecdce2bc
CVE-2016-1709,sfntly,c56b85408bab232efd7e650f0994272a174e3b92
CVE-2019-6009,shirasagi,6016948ea535e51b16535888af13df064a1a15d3
CVE-2020-5607,shirasagi,040a02c9d4b5dd2f91c5c29c0008a47cde6ee99a
CVE-2018-13982,smarty,f9ca3c63d1250bb56b2bda609dcc9dd81f0065f8
CVE-2018-13982,smarty,c9dbe1d08c081912d02bd851d1d1b6388f6133d1
CVE-2018-13982,smarty,bcedfd6b58bed4a7366336979ebaa5a240581531
CVE-2018-13982,smarty,8d21f38dc35c4cd6b31c2f23fc9b8e5adbc56dfe
CVE-2018-13982,smarty,2e081a51b1effddb23f87952959139ac62654d50
CVE-2021-3155,snapd,6bcaeeccd16ed8298a301dd92f6907f88c24cc85
CVE-2021-3155,snapd,7d2a966620002149891446a53cf114804808dcca
CVE-2014-9905,sogo,c94595ea7f0f843c2d7abf25df039b2bbe707625
CVE-2014-9905,sogo,80a09407652ec04e8c9fb6cb48e1029e69a15765
CVE-2014-9905,sogo,3a5e44e7eb8b390b67a8f8a83030b49606956501
CVE-2014-9905,sogo,1a7fc2a0e90a19dfb1fce292ae5ff53aa513ade9
CVE-2021-43846,solidus,4d17cacf066d9492fc04eb3a0b16084b47376d81
CVE-2021-43846,solidus,a1b9bf7f24f9b8684fc4d943eacb02b1926c77c6
CVE-2015-0284,spacewalk,dd418384171473c3e31386a1b4792f8c555dc744
CVE-2015-0284,spacewalk,f3792c79c1c251a49cc4e382be8591636326a794
CVE-2021-21234,spring-boot-actuator-logview,760acbb939a8d1f7d1a7dfcd51ca848eea04e772
CVE-2021-21234,spring-boot-actuator-logview,1c76e1ec3588c9f39e1a94bf27b5ff56eb8b17d6
CVE-2019-19317,sqlite,522ebfa7cee96fb325a22ea3a2464a63485886a8
CVE-2019-19317,sqlite,73bacb7f93eab9f4bd5a65cbc4ae242acf63c9e3
CVE-2019-19646,sqlite,ebd70eedd5d6e6a890a670b5ee874a5eae86b4dd
CVE-2019-19646,sqlite,926f796e8feec15f3836aa0a060ed906f8ae04d3
CVE-2022-24717,ssr-pages,133606ffaec2edd9918d9fba5771ed21da7876a5
CVE-2022-24717,ssr-pages,98abc59e28fec48246be0d59ac144675d6361073
CVE-2019-1010251,suricata,8357ef3f8ffc7d99ef6571350724160de356158b
CVE-2019-1010251,suricata,11f3659f64a4e42e90cb3c09fcef66894205aefe
CVE-2021-29430,sydent,0523511d2fb40f2738f8a8549868f44b96e5dab7
CVE-2021-29430,sydent,89071a1a754c69a50deac89e6bb74002d4cda19d
CVE-2021-29430,sydent,f56eee315b6c44fdd9f6aa785cc2ec744a594428
CVE-2021-29431,sydent,3d531ed50d2fd41ac387f36d44d3fb2c62dd22d3
CVE-2021-29431,sydent,0f00412017f25619bc36c264b29ea96808bf310a
CVE-2021-29431,sydent,9e573348d81df8191bbe8c266c01999c9d57cd5f
CVE-2021-29431,sydent,8936925f561b0c352c2fa922d5097d7245aad00a
CVE-2020-5274,symfony,629d21b800a15dc649fb0ae9ed7cd9211e7e45db
CVE-2020-5274,symfony,cf80224589ac05402d4f72f5ddf80900ec94d5ad
CVE-2016-10156,systemd,ee735086f8670be1591fa9593e80dd60163a7a2f
